GrLivArea,OverallQual,Neighborhood,GarageCars,BsmtQual,YearBuilt,MSSubClass,SaleType,Condition1,BsmtExposure,MasVnrArea,KitchenQual,SalePrice
1352,5,ClearCr,1,TA,1958,80,WD,Norm,Av,120.0,Gd,130000
1924,8,NoRidge,2,Gd,1998,60,WD,Norm,Av,530.0,Gd,280000
987,6,BrDale,1,TA,1972,160,WD,Norm,No,510.0,Gd,118000
1344,5,IDOTRR,1,TA,1920,70,WD,Norm,No,0.0,TA,147000
1431,6,NAmes,1,Gd,1962,80,WD,Norm,Gd,305.0,TA,165000
1268,5,NAmes,1,TA,1954,20,WD,Norm,No,200.0,TA,132000
752,6,SawyerW,1,Gd,1984,120,WD,Norm,No,0.0,TA,125000
1319,5,NAmes,1,TA,1953,20,WD,Norm,No,0.0,TA,123000
1928,7,CollgCr,2,Gd,2003,60,WD,Norm,No,0.0,Gd,219500
914,5,CollgCr,2,Gd,1996,85,WD,Norm,Av,0.0,TA,148000
2466,8,Somerst,2,Gd,2004,60,WD,Norm,No,0.0,Gd,340000
1856,9,StoneBr,3,Ex,2010,20,New,Norm,Av,350.0,Ex,394432
1800,6,Gilbert,2,Gd,2000,60,WD,RRAn,No,16.0,TA,179000
1691,5,SWISU,1,TA,1924,50,WD,Norm,No,0.0,Gd,127000
1301,7,Somerst,2,Gd,2006,20,New,Norm,No,0.0,Gd,187750
1797,7,CollgCr,2,Gd,2006,60,WD,Norm,Av,0.0,Gd,213500
784,6,SawyerW,2,Fa,1928,45,WD,Norm,No,0.0,TA,76000
1269,8,Blmngtn,2,Gd,2004,120,WD,Norm,No,16.0,Gd,192000
1125,6,Edwards,1,TA,1976,80,WD,Norm,Av,255.0,TA,125000
1479,7,CollgCr,2,Gd,1999,20,WD,Norm,No,125.0,Gd,191000
2332,10,NridgHt,3,Ex,2007,60,New,Norm,Av,272.0,Ex,426000
1367,5,Edwards,1,TA,1900,50,WD,Norm,No,0.0,TA,119000
1961,6,Mitchel,2,Ex,2001,60,WD,Norm,No,0.0,Gd,215000
1034,5,OldTown,1,TA,1940,50,WD,Norm,No,0.0,TA,109000
1144,5,Edwards,1,TA,1956,20,WD,Norm,Av,0.0,TA,129000
894,5,CollgCr,2,TA,1972,20,WD,Norm,Av,0.0,TA,123000
1812,5,NAmes,1,TA,1962,60,WD,PosN,No,288.0,TA,169500
1077,5,IDOTRR,1,Fa,1920,30,WD,Norm,No,0.0,TA,67000
1550,7,Somerst,2,Gd,2006,60,WD,Norm,No,100.0,Gd,241000
1288,8,Veenker,2,Gd,1996,120,WD,Norm,No,0.0,Ex,245500
1310,7,CollgCr,2,Gd,2005,20,New,Norm,Av,0.0,Gd,164990
672,5,Sawyer,1,TA,1940,30,WD,Norm,No,0.0,TA,108000
2263,8,NoRidge,2,Gd,1998,60,WD,Norm,No,650.0,Gd,258000
1639,6,SWISU,1,TA,1936,50,WD,Norm,No,0.0,TA,115000
1680,6,Crawfor,1,Gd,1915,70,WD,Norm,No,0.0,TA,177000
2172,7,NridgHt,3,Ex,2006,60,New,Norm,No,350.0,Gd,280000
2078,8,Somerst,3,Ex,2007,60,New,Norm,No,100.0,Ex,339750
1276,5,Edwards,1,TA,1958,20,COD,Norm,No,0.0,TA,60000
1056,5,Gilbert,2,TA,1955,190,WD,Norm,Mn,0.0,TA,145000
1028,5,OldTown,2,TA,1927,30,WD,Artery,No,0.0,TA,115000
2097,7,SawyerW,3,Gd,1993,60,WD,Norm,No,0.0,Gd,228000
1340,7,Gilbert,2,Gd,2007,20,New,Norm,Av,0.0,Gd,181134
1400,6,Sawyer,2,TA,1978,60,WD,Norm,No,203.0,TA,149500
2624,6,Crawfor,3,Gd,1918,70,WD,Feedr,No,0.0,TA,239000
1134,5,Edwards,1,TA,1940,50,WD,Norm,No,0.0,TA,126000
1056,5,NAmes,1,TA,1968,20,WD,Norm,No,0.0,TA,142000
1344,7,Mitchel,4,Gd,1997,90,WD,Norm,Gd,200.0,TA,206300
988,5,Mitchel,2,TA,1954,20,WD,Artery,No,0.0,TA,113000
2630,8,NoRidge,3,Gd,1998,60,WD,Norm,No,473.0,Gd,315000
1196,6,NAmes,1,Gd,1956,20,WD,Norm,No,74.0,TA,139000
1389,7,OldTown,1,TA,1946,60,WD,Norm,No,0.0,TA,135000
907,4,NAmes,1,TA,1957,20,WD,Norm,No,0.0,TA,109008
1208,7,CollgCr,2,Gd,2007,20,New,Norm,No,108.0,Gd,195400
1412,6,Timber,2,Gd,1988,20,WD,Norm,Mn,0.0,Gd,175000
987,6,BrDale,1,TA,1971,160,COD,Norm,No,232.0,TA,85400
1365,5,BrDale,2,TA,1971,160,WD,Norm,No,376.0,TA,122500
1604,6,Gilbert,2,Gd,1997,60,WD,Norm,No,0.0,TA,181000
1661,7,CollgCr,2,Gd,1996,60,ConLw,PosN,Av,0.0,Gd,212000
1118,6,OldTown,2,Fa,1920,50,WD,Norm,No,0.0,TA,116000
904,6,BrkSide,1,TA,1926,45,WD,Norm,No,0.0,TA,119000
694,5,Crawfor,1,TA,1913,30,WD,Norm,No,0.0,Gd,90350
1196,6,Edwards,2,TA,1920,50,ConLI,Norm,Mn,0.0,Gd,110000
2402,10,NridgHt,3,Ex,2008,20,WD,Norm,Gd,200.0,Ex,555000
1573,5,BrkSide,2,TA,1930,50,WD,Norm,No,0.0,TA,162900
1258,7,Blmngtn,3,Ex,2006,120,New,Norm,Av,72.0,Gd,172500
1908,7,CollgCr,2,Gd,1994,60,WD,Norm,No,0.0,Gd,210000
1689,6,Edwards,2,TA,1956,20,COD,Norm,No,0.0,TA,127500
1888,6,NAmes,2,TA,1966,20,WD,PosA,No,0.0,Gd,190000
1376,6,IDOTRR,1,TA,1937,50,WD,Norm,No,0.0,TA,119500
1183,3,OldTown,1,TA,1948,50,WD,Norm,No,0.0,TA,120000
813,6,OldTown,1,TA,1930,30,WD,Norm,No,0.0,Gd,110000
1533,7,ClearCr,2,Gd,1975,20,WD,Norm,Gd,0.0,Gd,280000
1590,8,Somerst,2,Gd,2008,60,WD,Norm,No,0.0,Gd,210000
1728,5,Mitchel,2,TA,1976,90,WD,Norm,No,0.0,TA,188000
1242,7,NWAmes,2,TA,1973,20,WD,Norm,No,320.0,TA,175500
1344,5,OldTown,3,TA,1916,70,COD,Norm,No,0.0,TA,98000
1935,8,Somerst,2,Gd,2009,60,New,RRAn,No,110.0,TA,263435
1135,7,SWISU,2,Gd,1936,70,WD,Feedr,No,0.0,Gd,155000
864,5,Sawyer,1,TA,1965,20,WD,Norm,No,0.0,TA,62383
1660,6,Crawfor,1,TA,1934,70,WD,Norm,No,0.0,TA,188700
1277,7,NAmes,2,TA,1970,20,WD,Norm,Gd,0.0,TA,167000
1644,5,NAmes,1,TA,1942,70,WD,Artery,No,224.0,Gd,146500
1634,8,NridgHt,3,Gd,2006,20,WD,Norm,No,248.0,Gd,250000
1710,6,SawyerW,2,Gd,1993,60,WD,RRNe,No,120.0,Gd,187000
1969,7,NWAmes,2,Gd,1977,60,WD,PosA,No,0.0,TA,190000
1072,6,Edwards,2,Gd,2005,180,WD,Norm,Gd,80.0,TA,148000
1976,8,NridgHt,3,Ex,2006,20,New,Norm,Gd,304.0,Gd,440000
1652,8,StoneBr,2,Gd,2000,120,WD,Norm,Av,0.0,Ex,251000
970,5,Sawyer,2,TA,1963,20,WD,Norm,No,0.0,TA,132500
1493,6,CollgCr,2,Gd,1997,20,WD,Norm,Gd,215.0,Gd,208900
2643,9,NridgHt,3,Gd,2006,60,WD,Norm,Av,772.0,Ex,380000
1718,8,CollgCr,3,Ex,2007,20,WD,Norm,Gd,336.0,Gd,297000
1131,4,OldTown,2,Fa,1937,30,WD,Norm,No,435.0,TA,89471
1850,9,NridgHt,3,Ex,2004,20,WD,Norm,Gd,378.0,Gd,326000
1792,9,NridgHt,3,Ex,2003,20,WD,Norm,Gd,562.0,Ex,374000
1826,7,OldTown,1,TA,1915,70,WD,Norm,No,0.0,Ex,155000
1216,6,Mitchel,2,Ex,1998,120,WD,Norm,No,116.0,TA,164000
1113,5,NAmes,1,TA,1950,20,WD,Norm,No,0.0,Gd,147000
1073,5,NAmes,2,TA,1965,20,WD,Norm,No,168.0,TA,156000
1484,5,NWAmes,2,Gd,1971,20,WD,Norm,Av,0.0,TA,175000
2414,5,OldTown,2,TA,1900,190,ConLD,Norm,No,0.0,TA,160000
630,4,MeadowV,1,Gd,1970,180,WD,Norm,Av,0.0,Gd,86000
1578,6,NAmes,1,TA,1941,50,WD,Artery,No,0.0,Fa,133000
1456,6,Gilbert,2,Gd,2006,60,New,Norm,No,0.0,TA,172785
1269,5,NAmes,1,TA,1960,20,WD,Norm,No,0.0,TA,155000
886,5,OldTown,1,Fa,1938,30,WD,Artery,No,0.0,TA,91300
1820,7,BrkSide,1,TA,1925,50,WD,Norm,No,0.0,TA,184000
899,5,Sawyer,1,TA,1967,20,WD,Norm,No,89.0,Gd,130000
912,5,NAmes,1,TA,1958,20,WD,Norm,No,0.0,TA,120000
1218,6,BrDale,1,TA,1973,160,WD,Norm,No,285.0,TA,113000
1768,7,Somerst,2,Gd,2005,60,WD,Norm,No,0.0,Gd,226700
1214,5,Edwards,2,TA,1965,20,WD,Feedr,No,0.0,TA,140000
1801,7,Crawfor,2,TA,1959,20,WD,Norm,No,0.0,TA,289000
1322,6,NPkVill,2,TA,1974,160,WD,Norm,No,0.0,TA,147000
1960,5,OldTown,2,TA,1952,90,COD,Artery,No,360.0,TA,124500
1911,8,SawyerW,2,Gd,1993,60,WD,Norm,No,125.0,Gd,215000
1218,6,Somerst,2,Gd,2009,20,New,Norm,No,0.0,Gd,208300
1378,7,OldTown,2,TA,1928,70,WD,Norm,No,0.0,Gd,161000
1041,5,NAmes,1,TA,1959,20,WD,Norm,No,132.0,TA,124500
1363,5,NAmes,1,TA,1951,20,WD,Norm,No,70.0,TA,164900
1368,7,NridgHt,2,Gd,2005,120,New,Norm,No,94.0,Gd,202665
864,5,NAmes,2,TA,1958,20,WD,Feedr,No,0.0,TA,129900
1080,6,Mitchel,2,TA,1983,20,WD,Norm,No,0.0,TA,134000
789,5,Crawfor,1,TA,1926,45,WD,Norm,No,0.0,TA,96500
2020,10,NridgHt,3,Ex,2009,20,New,Norm,No,305.0,Ex,402861
2344,7,NoRidge,3,Gd,1996,60,WD,Norm,No,921.0,Gd,265000
2080,7,Crawfor,1,Gd,1926,70,WD,Norm,No,0.0,Gd,234000
1244,6,NAmes,1,TA,1957,20,WD,Feedr,No,0.0,TA,150000
1664,6,BrkSide,2,TA,1947,50,WD,Feedr,No,0.0,TA,159000
4676,10,Edwards,3,Ex,2007,60,New,PosN,Gd,762.0,Ex,184750
2398,7,NoRidge,3,Gd,1996,60,WD,Norm,No,594.0,Gd,315750
1266,7,Somerst,2,Gd,2005,20,WD,Norm,No,0.0,Gd,176000
928,5,NAmes,1,Gd,1956,20,WD,Norm,No,0.0,TA,132000
2713,9,NridgHt,3,Ex,2008,60,New,Norm,Av,268.0,Ex,446261
1509,6,Timber,2,Gd,1988,80,WD,Norm,Av,219.0,Gd,175000
1362,6,BrkSide,2,Fa,1920,70,WD,RRNn,Mn,0.0,TA,128000
1414,8,Gilbert,2,Ex,2004,60,WD,Norm,Av,0.0,Gd,178000
1724,7,CollgCr,2,Gd,1998,60,WD,Norm,Av,0.0,Gd,188000
1838,9,Timber,3,Ex,2006,20,WD,Norm,Av,584.0,Ex,315000
1680,7,NWAmes,2,Ex,1998,20,WD,RRAn,No,0.0,Gd,213250
767,7,NAmes,1,Gd,1998,120,WD,Norm,Av,182.0,TA,133000
1496,7,Gilbert,2,Gd,2006,60,New,Norm,Av,0.0,Gd,179665
1635,6,BrkSide,2,Gd,1923,50,WD,Norm,No,0.0,TA,210000
768,5,Mitchel,2,Gd,1970,85,WD,Norm,Av,0.0,TA,129500
825,5,OldTown,2,TA,1955,20,WD,Feedr,No,0.0,TA,125000
2094,7,Somerst,2,Gd,2003,60,WD,Norm,No,0.0,Gd,263000
1069,6,NPkVill,2,Gd,1977,120,COD,Norm,No,0.0,TA,140000
928,5,OldTown,1,TA,1957,20,WD,Norm,No,0.0,TA,112500
1717,8,NridgHt,3,Ex,2006,20,WD,Norm,Av,250.0,Gd,255500
2046,7,NridgHt,3,Gd,2003,60,WD,Norm,No,292.0,Gd,284000
1048,5,BrkSide,1,TA,1922,45,WD,Norm,No,0.0,TA,113000
1092,5,NAmes,1,TA,1957,20,WD,Norm,No,0.0,TA,141000
1336,4,IDOTRR,1,TA,1920,50,COD,Norm,No,0.0,TA,108000
1446,7,Gilbert,2,Gd,1996,60,WD,Norm,Gd,0.0,TA,175000
1389,5,Mitchel,2,Gd,1974,20,WD,Norm,Av,0.0,TA,170000
1674,6,Edwards,2,Gd,1918,50,WD,Norm,Mn,0.0,TA,185000
1647,6,SWISU,1,Gd,1915,70,WD,Norm,No,0.0,Fa,128000
2504,9,StoneBr,3,Gd,2005,60,WD,Norm,No,245.0,Ex,325000
1535,7,NridgHt,2,Gd,2004,20,WD,Norm,No,168.0,Gd,214000
2132,8,SawyerW,2,Gd,1983,50,WD,Norm,Gd,0.0,Gd,316600
1728,5,NAmes,2,TA,1965,90,WD,Norm,No,108.0,TA,142600
864,6,NAmes,1,TA,1959,20,WD,Norm,No,207.0,Gd,120000
1692,7,Timber,2,Ex,2009,60,New,Norm,Av,0.0,Gd,224500
1430,7,Gilbert,2,Gd,2000,80,WD,Norm,No,0.0,TA,170000
1109,5,NAmes,1,TA,1971,80,WD,Norm,Av,82.0,TA,139000
1216,5,NAmes,1,TA,1947,50,COD,Norm,No,0.0,TA,118500
1477,7,SWISU,1,TA,1928,50,WD,Norm,No,0.0,TA,145000
1320,5,Sawyer,2,TA,1966,80,WD,Norm,Av,97.0,TA,164500
1392,7,Somerst,2,Gd,2007,160,WD,Norm,No,0.0,Gd,146000
1795,5,OldTown,1,TA,1954,50,WD,Norm,No,335.0,TA,131500
2042,8,NridgHt,3,Ex,2008,20,New,Norm,No,306.0,Ex,253293
2775,10,OldTown,2,TA,1893,75,WD,Artery,No,0.0,Gd,325000
1573,4,BrkSide,1,TA,1935,50,WD,Norm,No,0.0,Gd,133000
2028,8,Timber,3,Ex,2005,20,New,Norm,Gd,208.0,Gd,369900
838,6,BrkSide,1,TA,1918,30,WD,RRAn,Mn,0.0,Fa,130000
860,5,Sawyer,2,TA,1982,85,WD,Norm,Av,0.0,TA,137000
1473,5,ClearCr,1,TA,1968,20,WD,Norm,Gd,0.0,Ex,143000
935,5,BrkSide,1,TA,1930,40,WD,RRAn,No,0.0,TA,79500
1582,7,CollgCr,2,Gd,2004,60,WD,Norm,No,0.0,Gd,185900
2296,10,NridgHt,3,Ex,2008,60,ConLI,Norm,Gd,420.0,Ex,451950
816,5,Mitchel,2,TA,1982,20,WD,Norm,No,0.0,TA,138000
924,5,CollgCr,1,Gd,1975,20,WD,Norm,No,0.0,TA,110000
1826,8,StoneBr,3,Gd,2005,20,New,Norm,Gd,238.0,Gd,319000
1368,6,OldTown,1,TA,1910,70,WD,Norm,No,0.0,TA,114504
1402,7,Blmngtn,3,Ex,2006,120,New,Norm,Av,72.0,Gd,194201
1647,5,Crawfor,2,Gd,1977,20,WD,Norm,Mn,459.0,Gd,217500
1556,6,Blueste,2,Gd,1980,160,COD,Norm,No,0.0,TA,151000
1904,8,NridgHt,2,Gd,2005,60,WD,Norm,Av,280.0,Ex,275000
1375,6,IDOTRR,1,TA,1937,50,WD,Norm,No,0.0,Gd,141000
1915,8,SawyerW,2,Gd,1992,60,WD,Norm,Mn,0.0,Gd,220000
1200,7,Somerst,2,Gd,2004,160,WD,Norm,No,0.0,Gd,151000
1494,7,CollgCr,2,Gd,2002,20,WD,Norm,Mn,99.0,Gd,221000
1986,7,NAmes,2,TA,1965,60,WD,Norm,No,176.0,TA,205000
1040,5,CollgCr,2,Gd,1996,20,WD,Norm,No,0.0,Gd,152000
2008,5,Edwards,1,TA,1948,20,WD,Norm,No,0.0,Ex,225000
3194,8,Crawfor,2,Gd,1934,70,WD,Norm,Mn,0.0,TA,359100
1029,4,Sawyer,1,TA,1961,20,WD,Feedr,Mn,192.0,TA,118500
1054,6,NAmes,2,TA,1963,85,WD,Feedr,Gd,156.0,Gd,137500
832,6,NAmes,2,TA,1954,45,WD,Artery,No,0.0,Gd,105500
1828,9,NridgHt,3,Ex,2007,20,New,Norm,Av,452.0,Gd,314813
2262,8,Timber,3,Gd,2003,60,WD,Norm,Gd,226.0,Gd,305000
2614,6,NWAmes,2,TA,1974,60,WD,Norm,No,0.0,TA,240000
980,5,Sawyer,2,TA,1977,20,WD,Norm,No,153.0,TA,135000
1790,6,NWAmes,2,TA,1972,60,WD,Norm,No,288.0,TA,165150
1116,6,NAmes,2,TA,1962,20,WD,Norm,No,261.0,TA,160000
1520,6,NAmes,1,TA,1955,80,WD,Norm,Av,164.0,TA,153000
2080,5,NAmes,2,Gd,1969,60,WD,Norm,Av,192.0,Fa,135000
1350,6,NAmes,2,TA,1964,80,WD,Feedr,Gd,259.0,TA,168500
1750,5,OldTown,1,Fa,1880,70,WD,Artery,No,0.0,Ex,124000
1554,8,NridgHt,2,Gd,2006,120,WD,Norm,Mn,108.0,Gd,209500
1411,7,NWAmes,2,TA,1977,20,WD,Norm,No,209.0,TA,82500
1056,5,NAmes,1,TA,1954,20,WD,Norm,No,0.0,TA,139400
1056,6,OldTown,2,TA,1980,90,WD,Norm,No,0.0,TA,144000
1387,5,OldTown,1,TA,1954,190,WD,Norm,No,0.0,Gd,93000
1567,8,Blmngtn,3,Gd,2006,120,New,Norm,Av,0.0,Ex,264561
1518,8,NridgHt,2,Ex,2003,120,WD,Norm,Gd,472.0,Ex,274000
2704,8,NAmes,2,Gd,1972,80,WD,Norm,Gd,0.0,Ex,345000
1620,5,NWAmes,2,TA,1969,60,WD,RRAn,No,263.0,TA,152000
1766,9,Somerst,3,Ex,2009,20,New,Norm,Mn,162.0,Ex,370878
1094,6,Edwards,2,TA,1953,20,WD,Norm,Mn,216.0,TA,155000
1839,6,NAmes,2,TA,1966,60,WD,PosN,No,351.0,TA,155000
1510,4,Edwards,1,TA,1940,70,WD,Artery,Mn,0.0,TA,108000
1716,7,CollgCr,2,Gd,1996,60,WD,Norm,No,0.0,Gd,191000
1469,6,IDOTRR,1,TA,1906,50,WD,Norm,No,0.0,TA,135000
2113,8,NoRidge,3,Gd,1995,20,WD,Norm,Gd,660.0,Gd,350000
1092,6,BrDale,1,TA,1971,160,WD,Norm,No,381.0,TA,88000
1053,5,NAmes,1,TA,1959,20,WD,Norm,No,54.0,Gd,145500
1502,7,Crawfor,1,Gd,1931,70,WD,Norm,No,0.0,TA,149000
1458,6,NAmes,1,TA,1948,50,WD,Artery,No,0.0,TA,97500
1486,5,Edwards,2,TA,1964,20,WD,Norm,No,0.0,TA,167000
2448,8,NoRidge,3,Gd,1994,60,WD,Norm,No,528.0,Gd,402000
1392,6,NAmes,2,Fa,1968,20,WD,Norm,No,216.0,TA,110000
1181,4,Edwards,2,Gd,1972,85,WD,Norm,Av,0.0,TA,137500
2097,8,Somerst,3,Ex,2005,20,New,RRAn,Mn,0.0,Ex,423000
1936,8,Gilbert,2,Gd,2000,60,WD,Norm,No,40.0,Gd,230500
1679,6,SawyerW,2,Gd,1994,20,WD,Norm,No,258.0,Gd,193500
1180,4,Crawfor,1,Fa,1922,30,WD,Norm,No,0.0,Fa,137500
1476,6,CollgCr,2,Gd,2005,60,WD,Norm,No,0.0,Gd,173500
1369,6,Edwards,1,TA,1925,70,WD,Artery,No,0.0,TA,103600
1839,6,Crawfor,2,TA,1957,20,WD,Norm,No,106.0,Gd,257500
1136,6,NAmes,1,TA,1965,20,WD,Norm,No,0.0,TA,140000
1441,6,NPkVill,2,TA,1978,160,WD,Norm,No,0.0,TA,148500
1774,4,OldTown,3,TA,1900,70,WD,Norm,No,0.0,TA,87000
792,5,OldTown,1,TA,1924,30,WD,Norm,No,0.0,Gd,109500
2046,8,StoneBr,3,Ex,2008,20,New,Norm,Mn,464.0,Gd,372500
923,6,SawyerW,1,Gd,1980,120,WD,Norm,No,0.0,TA,143000
1520,5,SWISU,1,TA,1932,50,WD,Norm,No,0.0,TA,159434
1668,9,CollgCr,3,Gd,2002,20,WD,Norm,Av,215.0,Gd,285000
1839,7,NoRidge,2,Gd,1998,60,WD,Norm,No,30.0,TA,221000
1761,7,Somerst,2,Gd,2007,60,New,Norm,No,0.0,Gd,227875
1419,8,StoneBr,2,Gd,2007,20,New,Norm,Av,0.0,Gd,392000
1362,6,NridgHt,2,Gd,2005,120,WD,Norm,Av,256.0,Gd,194700
4316,10,NoRidge,3,Ex,1994,60,WD,Norm,Gd,1170.0,Ex,755000
2519,7,Timber,2,Gd,1989,60,WD,Norm,Gd,293.0,Gd,335000
1073,5,OldTown,1,TA,1921,30,WD,Norm,No,0.0,TA,108480
1539,5,BrkSide,2,TA,1936,50,WD,Norm,No,0.0,TA,141500
1137,6,Timber,2,Gd,1987,20,WD,Norm,No,72.0,Gd,176000
616,5,BrkSide,1,TA,1921,30,WD,Norm,No,0.0,TA,89000
1148,5,Edwards,1,Ex,1952,20,WD,Norm,Mn,0.0,TA,123500
894,5,Sawyer,1,TA,1965,20,WD,RRAe,No,0.0,TA,138500
1391,7,Somerst,2,Gd,2004,120,WD,Norm,Mn,0.0,Gd,196000
1800,8,Timber,3,Ex,2002,20,WD,Norm,Gd,630.0,Gd,312500
1164,7,NWAmes,2,TA,1969,20,COD,Norm,No,168.0,TA,140000
2576,8,StoneBr,3,Ex,2006,60,New,Norm,No,466.0,Ex,361919
1812,5,OldTown,2,Gd,1900,190,WD,Feedr,No,0.0,Gd,140000
1484,7,CollgCr,2,Gd,2004,20,WD,Norm,Av,109.0,Gd,213000
1324,8,NridgHt,2,Gd,2006,120,WD,Norm,No,176.0,Gd,254000
1456,7,Gilbert,2,Gd,2007,60,New,Norm,Av,0.0,Gd,179540
1178,4,IDOTRR,1,TA,1900,50,WD,Norm,Mn,0.0,TA,102776
1228,8,StoneBr,2,Gd,1988,120,WD,Norm,Mn,0.0,Gd,189000
960,4,BrkSide,2,TA,1970,190,WD,RRAn,Av,160.0,TA,129000
1350,6,NWAmes,2,Gd,1974,20,WD,Norm,No,174.0,TA,165000
2554,7,OldTown,2,TA,1890,70,WD,Norm,No,0.0,TA,159500
1178,5,NWAmes,2,Gd,1973,20,WD,Norm,No,0.0,Gd,157000
